Timestamp;Date;Type;Detail
12:50:46.9510189;04-02-2025;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;;
12:51:07.6898177;04-02-2025;User Movement;New position: (0,9053641,-5,960464E-07,3,244141);;
12:51:07.6918243;04-02-2025;User Movement;New position: (0,9053641,-5,960464E-07,3,244141);;
12:51:08.7047659;04-02-2025;User Movement;New position: (-0,6693461,1,072884E-06,-0,6859158);;
12:51:08.7062718;04-02-2025;User Movement;New position: (-0,6693461,1,072884E-06,-0,6859158);;
12:51:10.6593964;04-02-2025;User Movement;New position: (0,1244587,1,311302E-06,-1,047366);;
12:51:10.6609007;04-02-2025;User Movement;New position: (0,1244587,1,311302E-06,-1,047366);;
12:51:11.4419863;04-02-2025;User Movement;New position: (0,9297138,-2,384186E-07,-1,814626);;
12:51:11.4434915;04-02-2025;User Movement;New position: (0,9297138,-2,384186E-07,-1,814626);;
12:51:13.4800729;04-02-2025;User Movement;New position: (0,3767242,3,576279E-07,-5,680319);;
12:51:14.6639573;04-02-2025;User Movement;New position: (0,4370713,7,152557E-07,-7,965926);;
12:51:14.6654611;04-02-2025;User Movement;New position: (0,4370713,7,152557E-07,-7,965926);;
12:51:15.3669718;04-02-2025;User Movement;New position: (-0,5482532,9,536743E-07,-9,247936);;
12:51:15.3684813;04-02-2025;User Movement;New position: (-0,5482532,9,536743E-07,-9,247936);;
