Timestamp;Date;Type;Detail
16:11:17.9617484;05-02-2025;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;;
16:11:21.5082594;05-02-2025;User Movement;New position: (2,574401,4,768372E-07,-6,167856);;
16:11:21.5102669;05-02-2025;User Movement;New position: (2,574401,4,768372E-07,-6,167856);;
16:11:21.9174618;05-02-2025;User Movement;New position: (2,574401,4,768372E-07,-6,167856);;
16:11:21.9194723;05-02-2025;User Movement;New position: (2,574401,4,768372E-07,-6,167856);;
16:11:24.6218224;05-02-2025;User Movement;New position: (0,166879,7,152557E-07,-7,980951);;
16:11:24.6238327;05-02-2025;User Movement;New position: (0,166879,7,152557E-07,-7,980951);;
16:11:25.5498087;05-02-2025;User Movement;New position: (-1,040107,9,536743E-07,-9,261544);;
16:11:25.5513143;05-02-2025;User Movement;New position: (-1,040107,9,536743E-07,-9,261544);;
16:11:26.1895253;05-02-2025;User Movement;New position: (-2,544506,1,072884E-06,-9,936939);;
16:11:26.1905442;05-02-2025;User Movement;New position: (-2,544506,1,072884E-06,-9,936939);;
