Timestamp;Date;Type;Detail
10:45:42.0059631;06-02-2025;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;;
10:45:50.2744843;06-02-2025;User Movement;New position: (1,492732,7,152557E-07,0,2636189);;
10:45:50.2790800;06-02-2025;User Movement;New position: (1,492732,7,152557E-07,0,2636189);;
10:45:51.0368207;06-02-2025;User Movement;New position: (0,34453,-1,192093E-07,-2,859776);;
10:45:51.0388676;06-02-2025;User Movement;New position: (0,34453,-1,192093E-07,-2,859776);;
10:45:51.9299579;06-02-2025;User Movement;New position: (-1,697104,4,768372E-07,-6,539041);;
10:45:51.9319867;06-02-2025;User Movement;New position: (-1,697104,4,768372E-07,-6,539041);;
10:45:53.1633217;06-02-2025;User Movement;New position: (-1,97207,1,072884E-06,-9,7473);;
10:45:53.1648235;06-02-2025;User Movement;New position: (-1,97207,1,072884E-06,-9,7473);;
10:45:55.3731864;06-02-2025;User Movement;New position: (-2,00856,1,072884E-06,-10,22387);;
10:45:55.3747684;06-02-2025;User Movement;New position: (-2,00856,1,072884E-06,-10,22387);;
