Timestamp;Date;Type;Detail
13:33:33.5369454;29-01-2025;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;;
13:33:43.7660632;29-01-2025;User Movement;New position: (1,543573,8,34465E-07,-0,2320448);;
13:33:43.7695803;29-01-2025;User Movement;New position: (1,543573,8,34465E-07,-0,2320448);;
13:33:45.7800727;29-01-2025;User Movement;New position: (0,6391729,2,384186E-07,-5,140917);;
13:33:45.7820792;29-01-2025;User Movement;New position: (0,6391729,2,384186E-07,-5,140917);;
13:33:47.6239587;29-01-2025;User Movement;New position: (0,3027485,7,152557E-07,-8,223394);;
13:33:48.8961164;29-01-2025;User Movement;New position: (-0,4323816,9,536743E-07,-9,543183);;
13:33:48.8971205;29-01-2025;User Movement;New position: (-0,4323816,9,536743E-07,-9,543183);;
13:34:23.6018870;29-01-2025;URL Change;Url: https://www.latercera.com/lo-ultimo/?utm_source=home&utm_campaign=loultimo&utm_content=portada_trafico;
13:34:36.2175694;29-01-2025;URL Change;Url: https://mmrtb.com/bonus/com-allameri-7888/mx-lp2.php?c=4oz4n1gmz5dz0&k=a2241091c17abafc835b3cb3bea52d24&country_code=CL&carrier=-&country_name=Chile&region=Region%20Metropolitana&city=Santiago&isp=Gtd%20Internet%20S.A.&lang=en&os=Windows%2010&osv=&browser=Chrome&browserv=100&brand=Desktop&model=Desktop&marketing_name=Desktop&tablet=4&rheight=768&rwidth=768&e=5;
13:34:36.9562732;29-01-2025;URL Change;Url: https://mmrtb.com/bonus/com-allameri-7888/mx-global-bb.php?c=4oz4n1gmz5dz0&k=a2241091c17abafc835b3cb3bea52d24&country_code=CL&carrier=-&country_name=Chile&region=Region%20Metropolitana&city=Santiago&isp=Gtd%20Internet%20S.A.&lang=en&os=Windows%2010&osv=&browser=Chrome&browserv=100&brand=Desktop&model=Desktop&marketing_name=Desktop&tablet=4&rheight=768&rwidth=768&e=5;
