Timestamp;Date;Type;Detail
17:11:31.9744452;03-02-2025;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;;
17:11:39.3157180;03-02-2025;User Movement;New position: (0,9964388,3,576279E-07,1,21732);;
17:11:39.9496263;03-02-2025;User Movement;New position: (0,7335833,1,192093E-07,-3,943801);;
17:11:39.9516812;03-02-2025;User Movement;New position: (0,7335833,1,192093E-07,-3,943801);;
17:11:40.6154761;03-02-2025;User Movement;New position: (0,3177216,8,34465E-07,-8,088231);;
17:11:42.5692554;03-02-2025;User Movement;New position: (-2,240555,1,192093E-06,-10,3053);;
17:11:42.5707579;03-02-2025;User Movement;New position: (-2,240555,1,192093E-06,-10,3053);;
17:11:44.4925727;03-02-2025;User Movement;New position: (-1,272238,1,192093E-06,-10,75905);;
17:11:47.1629768;03-02-2025;User Movement;New position: (-1,399441,1,192093E-06,-10,45724);;
17:11:47.1634784;03-02-2025;User Movement;New position: (-1,399441,1,192093E-06,-10,45724);;
17:11:48.1063816;03-02-2025;User Movement;New position: (-1,427254,1,072884E-06,-10,10182);;
17:11:48.1084061;03-02-2025;User Movement;New position: (-1,427254,1,072884E-06,-10,10182);;
17:11:48.9190544;03-02-2025;User Movement;New position: (-1,336819,1,072884E-06,-9,651073);;
17:11:48.9211016;03-02-2025;User Movement;New position: (-1,336819,1,072884E-06,-9,651073);;
