Timestamp;Date;Type;Detail
11:46:43.8793502;20-02-2025;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;;
11:46:50.4871834;20-02-2025;User Movement;New position: (0,8467357,-3,814697E-06,10,16183);;
11:46:50.4891965;20-02-2025;User Movement;New position: (0,8467357,-3,814697E-06,10,16183);;
11:46:51.8711993;20-02-2025;User Movement;New position: (-0,318353,-3,814697E-06,10,18926);;
11:46:51.8727035;20-02-2025;User Movement;New position: (-0,318353,-3,814697E-06,10,18926);;
11:46:52.4936860;20-02-2025;User Movement;New position: (-1,482802,-3,814697E-06,10,21862);;
11:46:52.4951905;20-02-2025;User Movement;New position: (-1,482802,-3,814697E-06,10,21862);;
11:48:13.8912540;20-02-2025;User Movement;New position: (-4,068089,-2,026558E-06,6,333225);;
11:48:13.8927575;20-02-2025;User Movement;New position: (-4,068089,-2,026558E-06,6,333225);;
11:48:14.6247060;20-02-2025;User Movement;New position: (-5,215672,-2,384186E-07,2,256479);;
11:48:14.6257113;20-02-2025;User Movement;New position: (-5,215672,-2,384186E-07,2,256479);;
11:48:15.4852271;20-02-2025;User Movement;New position: (-3,586085,5,960464E-07,0,5078147);;
11:48:15.4867315;20-02-2025;User Movement;New position: (-3,586085,5,960464E-07,0,5078147);;
11:48:16.3169537;20-02-2025;User Movement;New position: (-1,874585,8,34465E-07,-0,1287584);;
11:48:16.3189627;20-02-2025;User Movement;New position: (-1,874585,8,34465E-07,-0,1287584);;
