Timestamp;Date;Type;Detail
20:20:49.8520352;03-12-2024;Session Status;Start;Environment: Circular;Display Mode: Plane;Dimension: 2,3,1;Browsing Mode: Online;;
20:22:12.0669853;03-12-2024;Session Status;Stop;;
20:22:15.0418818;03-12-2024;Session Status;Stop;;
20:22:15.5770252;03-12-2024;Session Status;Stop;;
20:22:15.7451591;03-12-2024;Session Status;Stop;;
20:22:15.9175920;03-12-2024;Session Status;Stop;;
20:22:16.0929551;03-12-2024;Session Status;Stop;;
20:22:16.2666287;03-12-2024;Session Status;Stop;;
20:22:16.4042266;03-12-2024;Session Status;Stop;;
20:22:16.5801832;03-12-2024;Session Status;Stop;;
20:22:16.7459752;03-12-2024;Session Status;Stop;;
20:22:16.9174416;03-12-2024;Session Status;Stop;;
20:22:17.1051189;03-12-2024;Session Status;Stop;;
