Timestamp;Date;Type;Detail
13:32:58.5004523;30-01-2025;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;;
13:33:04.0458778;30-01-2025;User Movement;New position: (2,528181,1,192093E-06,-0,799164);;
13:33:04.0498961;30-01-2025;User Movement;New position: (2,528181,1,192093E-06,-0,799164);;
13:33:05.0812750;30-01-2025;User Movement;New position: (0,6378707,2,384186E-07,-4,762105);;
13:33:05.0817772;30-01-2025;User Movement;New position: (0,6378707,2,384186E-07,-4,762105);;
13:33:05.8381036;30-01-2025;User Movement;New position: (-0,6159682,4,768372E-07,-6,356222);;
13:33:05.8401102;30-01-2025;User Movement;New position: (-0,6159682,4,768372E-07,-6,356222);;
13:33:06.6047507;30-01-2025;User Movement;New position: (-1,272069,8,34465E-07,-8,723406);;
13:33:06.6057515;30-01-2025;User Movement;New position: (-1,272069,8,34465E-07,-8,723406);;
13:38:48.9191504;30-01-2025;URL Change;Url: https://www.latercera.com/lo-ultimo/?utm_source=home&utm_campaign=loultimo&utm_content=portada_trafico;
14:56:08.1558986;30-01-2025;URL Change;Url: https://mmrtb.com/bonus/com-allameri-7888/co-lp1.php?c=4oz4p41uz5wz2&k=cac83fceee930ec5d5bf4f4883c7482a&country_code=CL&carrier=-&country_name=Chile&region=Region%20Metropolitana&city=Santiago&isp=Gtd%20Internet%20S.A.&lang=en&os=Windows%2010&osv=&browser=Chrome&browserv=100&brand=Desktop&model=Desktop&marketing_name=Desktop&tablet=4&rheight=768&rwidth=768&e=5;
14:56:08.8347756;30-01-2025;URL Change;Url: https://mmrtb.com/bonus/com-allameri-7888/co-global-bb.php?c=4oz4p41uz5wz2&k=cac83fceee930ec5d5bf4f4883c7482a&country_code=CL&carrier=-&country_name=Chile&region=Region%20Metropolitana&city=Santiago&isp=Gtd%20Internet%20S.A.&lang=en&os=Windows%2010&osv=&browser=Chrome&browserv=100&brand=Desktop&model=Desktop&marketing_name=Desktop&tablet=4&rheight=768&rwidth=768&e=5;
