Timestamp;Date;Type;Detail
21:09:44.3690194;05-02-2025;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;;
21:09:49.3316888;05-02-2025;User Movement;New position: (2,176178,-1,192093E-07,1,916463);;
21:09:49.3342135;05-02-2025;User Movement;New position: (2,176178,-1,192093E-07,1,916463);;
21:09:49.8918222;05-02-2025;User Movement;New position: (1,398063,1,192093E-07,-3,966235);;
21:09:49.8933239;05-02-2025;User Movement;New position: (1,398063,1,192093E-07,-3,966235);;
21:09:50.7572068;05-02-2025;User Movement;New position: (-0,4313205,4,768372E-07,-6,03577);;
21:09:50.7592334;05-02-2025;User Movement;New position: (-0,4313205,4,768372E-07,-6,03577);;
21:09:51.4068144;05-02-2025;User Movement;New position: (-1,656247,8,34465E-07,-8,630589);;
21:09:51.4088451;05-02-2025;User Movement;New position: (-1,656247,8,34465E-07,-8,630589);;
21:09:52.6408946;05-02-2025;User Movement;New position: (-1,671888,1,072884E-06,-10,12867);;
21:09:52.6418960;05-02-2025;User Movement;New position: (-1,671888,1,072884E-06,-10,12867);;
